,Place,Year,median_age,n_pop_under_14,n_pop_under_18,n_pop_18-65,n_pop_65-85,n_pop_over_85,n_families,median_family_income,n_households,n_houses,n_occupied_houses,house_vacancy_rate,n_people_below_poverty,n_households_below_poverty,n_people_under_18_below_poverty,n_people_18-64_below_poverty,n_people_65_plus_below_poverty,n_population_native,n_population_non_native,n_population_white,n_population_black,n_population_asian,n_population_male,n_population_female,n_total_population(ACS),p_pop_under_14,p_pop_under_18,p_pop_18_65,p_pop_65_85,p_pop_over_85,p_families,p_households,p_occupied_houses,p_people_below_poverty,p_households_below_poverty,p_people_under_18_below_poverty,p_people_18_64_below_poverty,p_people_65_plus_below_poverty,p_population_native,p_population_non_native,p_population_white,p_population_black,p_population_asian,ratio_male_over_female
1290,Port Alexander,2012,31.5,7,12,17,0,0,,,8,82,8,90.2439024390244,0.0,0.0,0.0,0.0,0.0,0,29,26,0,0,17,12,29,24.137931034482758,41.37931034482759,58.620689655172406,0.0,0.0,,9.75609756097561,9.75609756097561,0.0,0.0,0.0,0.0,0.0,0.0,100.0,89.65517241379311,0.0,0.0,1.4166666666666667
1291,Port Alsworth,2012,28.4,43,53,100,5,0,,,60,90,60,33.33333333333333,1.0,0.0,0.0,1.0,0.0,19,139,124,7,0,76,82,158,27.21518987341772,33.54430379746836,63.29113924050633,3.1645569620253164,0.0,,66.66666666666666,66.66666666666666,0.6329113924050633,0.0,0.0,0.6329113924050633,0.0,12.025316455696203,87.9746835443038,78.48101265822784,4.430379746835443,0.0,0.926829268292683
1292,Port Clarence,2012,25.5,0,0,43,0,0,,,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,43,43,0,0,43,0,43,0.0,0.0,100.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,inf
1293,Port Graham,2012,29.8,39,45,84,11,0,,,61,89,61,31.46067415730337,44.0,10.0,12.0,31.0,1.0,126,14,7,6,0,78,62,140,27.857142857142858,32.142857142857146,60.0,7.857142857142857,0.0,,68.53932584269663,68.53932584269663,31.428571428571427,16.39344262295082,8.571428571428571,22.142857142857142,0.7142857142857143,90.0,10.0,5.0,4.285714285714286,0.0,1.2580645161290323
1294,Port Heiden,2012,27.3,10,18,43,9,0,,,31,55,31,43.63636363636363,4.0,0.0,0.0,0.0,4.0,42,28,28,0,0,39,31,70,14.285714285714285,25.71428571428571,61.42857142857143,12.857142857142856,0.0,,56.36363636363636,56.36363636363636,5.714285714285714,0.0,0.0,0.0,5.714285714285714,60.0,40.0,40.0,0.0,0.0,1.2580645161290323
1295,Port Lions,2012,43.6,50,68,170,18,3,,,107,154,107,30.519480519480517,33.0,5.0,1.0,32.0,0.0,148,111,100,0,0,133,126,259,19.305019305019304,26.254826254826252,65.63706563706563,6.94980694980695,1.1583011583011582,,69.48051948051948,69.48051948051948,12.741312741312742,4.672897196261682,0.3861003861003861,12.355212355212355,0.0,57.14285714285714,42.857142857142854,38.61003861003861,0.0,0.0,1.0555555555555556
1296,Port Protection,2012,59.9,0,0,35,7,0,,,28,58,28,51.724137931034484,0.0,0.0,0.0,0.0,0.0,0,42,42,0,0,27,15,42,0.0,0.0,83.33333333333334,16.666666666666664,0.0,,48.275862068965516,48.275862068965516,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,1.8
1297,Portage Creek,2012,,0,0,0,0,0,,,0,18,0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0,,,,,,,,,,,
1298,Primrose,2012,55.0,0,0,30,0,0,,,15,30,15,50.0,0.0,0.0,0.0,0.0,0.0,0,30,30,0,0,16,14,30,0.0,0.0,100.0,0.0,0.0,,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,1.1428571428571428
1299,Prudhoe Bay,2012,44.4,0,0,1531,32,0,,,0,0,0,,131.0,0.0,0.0,131.0,0.0,90,1473,1371,0,32,1422,141,1563,0.0,0.0,97.95265515035189,2.0473448496481126,0.0,,,,8.38131797824696,,0.0,8.38131797824696,0.0,5.758157389635317,94.24184261036469,87.71593090211132,0.0,2.0473448496481126,10.085106382978724
1300,Quinhagak,2012,26.8,219,258,338,36,3,,,143,162,143,11.728395061728394,171.0,31.0,76.0,95.0,0.0,609,26,6,0,0,322,313,635,34.488188976377955,40.62992125984252,53.22834645669291,5.669291338582677,0.47244094488188976,,88.27160493827161,88.27160493827161,26.92913385826772,21.678321678321677,11.968503937007874,14.960629921259844,0.0,95.90551181102363,4.094488188976378,0.9448818897637795,0.0,0.0,1.0287539936102237
1301,Rampart,2012,56.7,0,0,12,8,0,,,9,49,9,81.63265306122449,0.0,0.0,0.0,0.0,0.0,9,11,7,0,0,11,9,20,0.0,0.0,60.0,40.0,0.0,,18.367346938775512,18.367346938775512,0.0,0.0,0.0,0.0,0.0,45.0,55.00000000000001,35.0,0.0,0.0,1.2222222222222223
1302,Red Devil,2012,24.5,3,6,14,7,0,,,7,15,7,53.333333333333336,7.0,1.0,3.0,3.0,1.0,10,17,5,0,0,16,11,27,11.11111111111111,22.22222222222222,51.85185185185185,25.925925925925924,0.0,,46.666666666666664,46.666666666666664,25.925925925925924,14.285714285714285,11.11111111111111,11.11111111111111,3.7037037037037033,37.03703703703704,62.96296296296296,18.51851851851852,0.0,0.0,1.4545454545454546
1303,Red Dog Mine,2012,45.3,7,7,338,0,0,,,0,0,0,,16.0,0.0,0.0,16.0,0.0,106,239,186,0,25,291,54,345,2.0289855072463765,2.0289855072463765,97.97101449275362,0.0,0.0,,,,4.63768115942029,,0.0,4.63768115942029,0.0,30.72463768115942,69.27536231884058,53.91304347826087,0.0,7.246376811594203,5.388888888888889
1304,Ridgeway,2012,38.9,412,527,1565,246,23,,,921,1135,921,18.854625550660792,91.0,0.0,0.0,82.0,9.0,68,2293,1937,0,5,1321,1040,2361,17.450232952138926,22.321050402371874,66.285472257518,10.419313850063533,0.9741634900465904,,81.1453744493392,81.1453744493392,3.85429902583651,0.0,0.0,3.473104616687844,0.3811944091486658,2.880135535789919,97.11986446421008,82.04150783566286,0.0,0.21177467174925876,1.2701923076923076
1305,Ruby,2012,28.9,67,83,130,11,0,,,75,120,75,37.5,64.0,12.0,28.0,36.0,0.0,183,41,19,0,0,129,95,224,29.910714285714285,37.05357142857143,58.03571428571429,4.910714285714286,0.0,,62.5,62.5,28.57142857142857,16.0,12.5,16.071428571428573,0.0,81.69642857142857,18.303571428571427,8.482142857142858,0.0,0.0,1.3578947368421053
1306,Russian Mission,2012,21.0,150,172,228,2,0,,,73,81,73,9.876543209876543,127.0,25.0,59.0,67.0,1.0,179,223,20,0,0,208,194,402,37.3134328358209,42.78606965174129,56.71641791044776,0.4975124378109453,0.0,,90.12345679012346,90.12345679012346,31.592039800995025,34.24657534246575,14.676616915422885,16.666666666666664,0.24875621890547264,44.527363184079604,55.472636815920396,4.975124378109453,0.0,0.0,1.0721649484536082
1307,Salamatof,2012,36.2,131,172,744,69,9,,,236,291,236,18.900343642611684,83.0,12.0,27.0,56.0,0.0,136,858,766,12,2,644,350,994,13.179074446680081,17.303822937625753,74.84909456740442,6.941649899396378,0.9054325955734407,,81.09965635738831,81.09965635738831,8.350100603621732,5.084745762711865,2.716297786720322,5.633802816901409,0.0,13.682092555331993,86.31790744466801,77.06237424547284,1.2072434607645874,0.2012072434607646,1.84
1308,Salcha,2012,33.2,267,305,547,81,0,,,382,504,382,24.206349206349206,10.0,0.0,0.0,3.0,7.0,0,933,930,0,3,524,409,933,28.617363344051448,32.69024651661307,58.62808145766345,8.681672025723474,0.0,,75.79365079365078,75.79365079365078,1.0718113612004287,0.0,0.0,0.3215434083601286,0.7502679528403001,0.0,100.0,99.67845659163987,0.0,0.3215434083601286,1.2811735941320292
1309,Sand Point,2012,37.8,104,119,1025,44,2,,,202,261,202,22.60536398467433,227.0,8.0,26.0,188.0,13.0,269,921,265,176,415,866,324,1190,8.739495798319327,10.0,86.1344537815126,3.697478991596639,0.16806722689075632,,77.39463601532567,77.39463601532567,19.07563025210084,3.9603960396039604,2.1848739495798317,15.798319327731091,1.0924369747899159,22.605042016806724,77.39495798319328,22.268907563025213,14.789915966386555,34.87394957983193,2.6728395061728394
1310,Savoonga,2012,21.0,265,298,365,63,0,,,132,151,132,12.582781456953644,381.0,60.0,169.0,185.0,27.0,708,18,0,0,0,373,353,726,36.50137741046832,41.04683195592286,50.27548209366392,8.677685950413224,0.0,,87.41721854304636,87.41721854304636,52.47933884297521,45.45454545454545,23.27823691460055,25.482093663911847,3.71900826446281,97.52066115702479,2.479338842975207,0.0,0.0,0.0,1.0566572237960339
1311,Saxman,2012,38.8,90,115,226,51,2,,,126,134,126,5.970149253731343,130.0,24.0,63.0,64.0,3.0,276,118,81,0,0,203,191,394,22.84263959390863,29.187817258883246,57.360406091370564,12.944162436548224,0.5076142131979695,,94.02985074626866,94.02985074626866,32.99492385786802,19.047619047619047,15.989847715736042,16.243654822335024,0.7614213197969544,70.05076142131979,29.949238578680205,20.558375634517766,0.0,0.0,1.0628272251308901
1312,Scammon Bay,2012,18.1,226,262,238,23,4,,,102,114,102,10.526315789473683,188.0,35.0,103.0,83.0,2.0,523,4,0,0,0,279,248,527,42.8842504743833,49.71537001897533,45.16129032258064,4.364326375711575,0.7590132827324478,,89.47368421052632,89.47368421052632,35.673624288425046,34.31372549019608,19.54459203036053,15.749525616698293,0.3795066413662239,99.24098671726756,0.7590132827324478,0.0,0.0,0.0,1.125
1313,Selawik,2012,22.8,234,276,373,37,2,,,163,195,163,16.41025641025641,212.0,38.0,84.0,120.0,8.0,647,41,6,0,0,360,328,688,34.01162790697674,40.116279069767444,54.21511627906976,5.377906976744186,0.29069767441860467,,83.58974358974359,83.58974358974359,30.813953488372093,23.31288343558282,12.209302325581394,17.441860465116278,1.1627906976744187,94.04069767441861,5.959302325581396,0.872093023255814,0.0,0.0,1.0975609756097562
1314,Seldovia Village,2012,55.6,22,28,84,23,3,,,58,174,58,66.66666666666666,19.0,5.0,13.0,6.0,0.0,57,81,65,0,0,77,61,138,15.942028985507244,20.28985507246377,60.86956521739131,16.666666666666664,2.1739130434782608,,33.33333333333333,33.33333333333333,13.768115942028986,8.620689655172415,9.420289855072465,4.3478260869565215,0.0,41.30434782608695,58.69565217391305,47.10144927536232,0.0,0.0,1.2622950819672132
1315,Seldovia,2012,58.5,22,33,176,77,0,,,159,282,159,43.61702127659575,26.0,2.0,2.0,22.0,2.0,49,237,221,3,4,130,156,286,7.6923076923076925,11.538461538461538,61.53846153846154,26.923076923076923,0.0,,56.38297872340425,56.38297872340425,9.090909090909092,1.257861635220126,0.6993006993006993,7.6923076923076925,0.6993006993006993,17.132867132867133,82.86713286713287,77.27272727272727,1.048951048951049,1.3986013986013985,0.8333333333333334
1316,Seward,2012,41.2,399,419,1848,329,96,,,937,1182,937,20.727580372250422,144.0,14.0,33.0,102.0,9.0,530,2162,1684,66,204,1693,999,2692,14.821693907875186,15.564635958395245,68.64784546805349,12.221396731054977,3.566121842496285,,79.27241962774958,79.27241962774958,5.349182763744428,1.4941302027748131,1.2258543833580982,3.789004457652303,0.3343239227340267,19.687964338781576,80.31203566121843,62.555720653789,2.4517087667161963,7.578008915304606,1.6946946946946948
1317,Shageluk,2012,48.0,12,18,42,0,4,,,22,50,22,56.00000000000001,14.0,0.0,0.0,10.0,4.0,61,3,3,0,0,23,41,64,18.75,28.125,65.625,0.0,6.25,,44.0,44.0,21.875,0.0,0.0,15.625,6.25,95.3125,4.6875,4.6875,0.0,0.0,0.5609756097560976
1318,Shaktoolik,2012,26.9,58,65,150,18,0,,,61,68,61,10.294117647058822,55.0,8.0,30.0,25.0,0.0,218,15,2,0,0,136,97,233,24.892703862660944,27.896995708154503,64.37768240343348,7.725321888412018,0.0,,89.70588235294117,89.70588235294117,23.605150214592275,13.114754098360656,12.875536480686694,10.72961373390558,0.0,93.56223175965665,6.437768240343347,0.8583690987124464,0.0,0.0,1.402061855670103
1319,Shishmaref,2012,21.3,248,285,318,27,3,,,148,164,148,9.75609756097561,197.0,35.0,107.0,85.0,5.0,610,23,11,0,0,331,302,633,39.178515007898895,45.023696682464454,50.23696682464455,4.265402843601896,0.47393364928909953,,90.2439024390244,90.2439024390244,31.121642969984205,23.64864864864865,16.903633491311215,13.428120063191153,0.7898894154818324,96.36650868878357,3.6334913112164293,1.7377567140600316,0.0,0.0,1.096026490066225
1320,Shungnak,2012,19.4,140,169,184,15,0,,,68,72,68,5.555555555555555,63.0,12.0,30.0,33.0,0.0,368,0,0,0,0,191,177,368,38.04347826086957,45.92391304347826,50.0,4.076086956521739,0.0,,94.44444444444444,94.44444444444444,17.119565217391305,17.647058823529413,8.152173913043478,8.967391304347826,0.0,100.0,0.0,0.0,0.0,0.0,1.07909604519774
1321,Silver Springs,2012,44.3,19,21,88,12,0,,,55,79,55,30.37974683544304,2.0,0.0,0.0,2.0,0.0,19,102,94,0,0,72,49,121,15.702479338842975,17.355371900826448,72.72727272727273,9.917355371900827,0.0,,69.62025316455697,69.62025316455697,1.6528925619834711,0.0,0.0,1.6528925619834711,0.0,15.702479338842975,84.29752066115702,77.68595041322314,0.0,0.0,1.469387755102041
1386,Skwentna,2012,,0,0,0,4,0,,,4,296,4,98.64864864864865,0.0,0.0,0.0,0.0,0.0,0,4,4,0,0,4,0,4,0.0,0.0,0.0,100.0,0.0,,1.3513513513513513,1.3513513513513513,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,inf
1387,Slana,2012,62.4,18,18,97,59,0,,,99,273,99,63.73626373626373,59.0,12.0,18.0,29.0,12.0,15,159,159,0,0,83,91,174,10.344827586206897,10.344827586206897,55.74712643678161,33.90804597701149,0.0,,36.26373626373626,36.26373626373626,33.90804597701149,12.121212121212121,10.344827586206897,16.666666666666664,6.896551724137931,8.620689655172415,91.37931034482759,91.37931034482759,0.0,0.0,0.9120879120879121
1388,Sleetmute,2012,44.8,11,11,51,17,0,,,37,53,37,30.18867924528302,16.0,3.0,4.0,12.0,0.0,61,18,15,0,0,47,32,79,13.924050632911392,13.924050632911392,64.55696202531645,21.518987341772153,0.0,,69.81132075471697,69.81132075471697,20.253164556962027,8.108108108108109,5.063291139240507,15.18987341772152,0.0,77.21518987341773,22.78481012658228,18.9873417721519,0.0,0.0,1.46875
1389,Soldotna,2012,32.3,932,1152,2418,590,49,,,1732,1903,1732,8.985811875985286,252.0,35.0,33.0,170.0,49.0,311,3898,3522,7,74,2019,2190,4209,22.14302684723212,27.369921596578763,57.44832501781896,14.017581373247804,1.1641720123544785,,91.01418812401472,91.01418812401472,5.987170349251604,2.020785219399538,0.7840342124019958,4.038964124495129,1.1641720123544785,7.388928486576384,92.61107151342361,83.67783321454027,0.1663102874792112,1.7581373247802328,0.9219178082191781
1390,South Naknek,2012,53.8,7,9,33,12,3,,,31,146,31,78.76712328767124,10.0,3.0,0.0,10.0,0.0,42,15,9,0,0,29,28,57,12.280701754385964,15.789473684210526,57.89473684210527,21.052631578947366,5.263157894736842,,21.232876712328768,21.232876712328768,17.543859649122805,9.67741935483871,0.0,17.543859649122805,0.0,73.68421052631578,26.31578947368421,15.789473684210526,0.0,0.0,1.0357142857142858
1391,South Van Horn,2012,42.4,156,156,292,73,43,,,219,233,219,6.008583690987124,119.0,22.0,75.0,44.0,0.0,46,518,415,0,6,283,281,564,27.659574468085108,27.659574468085108,51.77304964539007,12.943262411347517,7.624113475177305,,93.99141630901288,93.99141630901288,21.099290780141843,10.045662100456621,13.297872340425531,7.801418439716312,0.0,8.156028368794328,91.84397163120568,73.58156028368793,0.0,1.0638297872340425,1.00711743772242
1392,Saint George,2012,50.5,12,24,46,18,0,,,33,61,33,45.90163934426229,10.0,2.0,0.0,10.0,0.0,81,7,7,0,0,44,44,88,13.636363636363635,27.27272727272727,52.27272727272727,20.454545454545457,0.0,,54.09836065573771,54.09836065573771,11.363636363636363,6.0606060606060606,0.0,11.363636363636363,0.0,92.04545454545455,7.954545454545454,7.954545454545454,0.0,0.0,1.0
1393,Saint Mary's,2012,25.0,159,192,321,27,4,,,165,203,165,18.7192118226601,100.0,11.0,37.0,60.0,3.0,438,106,47,0,1,289,255,544,29.22794117647059,35.294117647058826,59.00735294117647,4.963235294117647,0.7352941176470588,,81.2807881773399,81.2807881773399,18.38235294117647,6.666666666666667,6.8014705882352935,11.029411764705882,0.5514705882352942,80.51470588235294,19.485294117647058,8.63970588235294,0.0,0.1838235294117647,1.1333333333333333
1394,Saint Michael,2012,19.8,172,183,208,2,0,,,89,98,89,9.183673469387756,132.0,26.0,60.0,72.0,0.0,341,52,19,0,0,199,194,393,43.765903307888046,46.56488549618321,52.926208651399484,0.5089058524173028,0.0,,90.81632653061224,90.81632653061224,33.587786259541986,29.213483146067414,15.267175572519085,18.3206106870229,0.0,86.76844783715013,13.231552162849871,4.8346055979643765,0.0,0.0,1.0257731958762886
1395,Saint Paul,2012,30.8,130,160,445,36,2,,,151,194,151,22.164948453608247,86.0,6.0,26.0,60.0,0.0,448,195,57,27,32,392,251,643,20.21772939346812,24.883359253499222,69.20684292379471,5.598755832037325,0.3110419906687403,,77.83505154639175,77.83505154639175,13.374805598755831,3.9735099337748347,4.043545878693624,9.331259720062208,0.0,69.67340590979782,30.326594090202175,8.864696734059098,4.199066874027993,4.976671850699844,1.5617529880478087
1396,Stebbins,2012,19.0,226,270,284,17,5,,,109,128,109,14.84375,194.0,30.0,99.0,92.0,3.0,558,18,9,0,0,293,283,576,39.23611111111111,46.875,49.30555555555556,2.951388888888889,0.8680555555555556,,85.15625,85.15625,33.68055555555556,27.522935779816514,17.1875,15.972222222222221,0.5208333333333333,96.875,3.125,1.5625,0.0,0.0,1.0353356890459364
1397,Steele Creek,2012,40.5,1130,1331,4402,423,17,,,2353,2502,2353,5.95523581135092,55.0,0.0,0.0,34.0,21.0,159,6014,5433,0,88,3190,2983,6173,18.305524056374534,21.561639397375668,71.31054592580593,6.852421837032237,0.2753928397861656,,94.04476418864908,94.04476418864908,0.8909768346023004,0.0,0.0,0.5507856795723312,0.3401911550299692,2.5757330309411954,97.4242669690588,88.01231167989633,0.0,1.4255629353636805,1.069393228293664
1398,Sterling,2012,46.0,732,1009,3673,661,76,,,2212,3322,2212,33.41360626128838,401.0,85.0,77.0,263.0,61.0,77,5342,5242,0,21,2822,2597,5419,13.508027311312052,18.619671526111826,67.7800332164606,12.197822476471673,1.402472780955896,,66.58639373871162,66.58639373871162,7.399889278464661,3.842676311030741,1.4209263701789998,4.853293965676324,1.1256689426093374,1.4209263701789998,98.579073629821,96.73371470751061,0.0,0.3875253736851818,1.0866384289564883
1399,Stevens Village,2012,30.1,13,13,35,8,5,,,18,48,18,62.5,31.0,7.0,13.0,18.0,0.0,52,9,3,3,0,33,28,61,21.311475409836063,21.311475409836063,57.377049180327866,13.114754098360656,8.19672131147541,,37.5,37.5,50.81967213114754,38.88888888888889,21.311475409836063,29.508196721311474,0.0,85.24590163934425,14.754098360655737,4.918032786885246,4.918032786885246,0.0,1.1785714285714286
1400,Stony River,2012,11.8,21,24,16,0,0,,,12,27,12,55.55555555555556,39.0,5.0,24.0,15.0,0.0,40,0,0,0,0,19,21,40,52.5,60.0,40.0,0.0,0.0,,44.44444444444444,44.44444444444444,97.5,41.66666666666667,60.0,37.5,0.0,100.0,0.0,0.0,0.0,0.0,0.9047619047619048
1401,Sunrise,2012,,0,0,7,0,0,,,7,17,7,58.82352941176471,0.0,0.0,0.0,0.0,0.0,0,7,7,0,0,7,0,7,0.0,0.0,100.0,0.0,0.0,,41.17647058823529,41.17647058823529,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,inf
1402,Susitna,2012,63.1,0,0,17,6,0,,,17,126,17,86.5079365079365,0.0,0.0,0.0,0.0,0.0,0,23,23,0,0,6,17,23,0.0,0.0,73.91304347826086,26.08695652173913,0.0,,13.492063492063492,13.492063492063492,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.35294117647058826
1403,Susitna North,2012,46.9,306,328,989,175,8,,,583,1302,583,55.222734254992325,238.0,17.0,36.0,202.0,0.0,9,1491,1451,0,0,790,710,1500,20.4,21.866666666666667,65.93333333333334,11.666666666666666,0.5333333333333333,,44.77726574500768,44.77726574500768,15.866666666666667,2.9159519725557463,2.4,13.466666666666665,0.0,0.6,99.4,96.73333333333333,0.0,0.0,1.1126760563380282
1404,Sutton-Alpine,2012,38.5,172,195,1029,72,0,,,317,444,317,28.603603603603606,180.0,23.0,48.0,125.0,7.0,234,1062,964,7,3,916,380,1296,13.271604938271606,15.046296296296296,79.39814814814815,5.555555555555555,0.0,,71.3963963963964,71.3963963963964,13.88888888888889,7.255520504731862,3.7037037037037033,9.645061728395062,0.5401234567901234,18.055555555555554,81.94444444444444,74.38271604938271,0.5401234567901234,0.23148148148148145,2.4105263157894736
1405,Takotna,2012,18.0,19,23,23,0,0,,,8,33,8,75.75757575757575,18.0,2.0,10.0,8.0,0.0,18,28,10,0,0,11,35,46,41.30434782608695,50.0,50.0,0.0,0.0,,24.242424242424242,24.242424242424242,39.130434782608695,25.0,21.73913043478261,17.391304347826086,0.0,39.130434782608695,60.86956521739131,21.73913043478261,0.0,0.0,0.3142857142857143
1406,Talkeetna,2012,47.1,32,91,368,51,11,,,270,633,270,57.345971563981045,84.0,0.0,0.0,66.0,18.0,0,521,496,0,6,283,238,521,6.142034548944338,17.46641074856046,70.63339731285988,9.788867562380037,2.111324376199616,,42.65402843601896,42.65402843601896,16.122840690978887,0.0,0.0,12.667946257197697,3.45489443378119,0.0,100.0,95.20153550863724,0.0,1.1516314779270633,1.1890756302521008
1407,Tanacross,2012,34.5,33,35,102,14,0,,,54,74,54,27.027027027027028,14.0,0.0,0.0,14.0,0.0,128,23,17,0,0,82,69,151,21.85430463576159,23.178807947019866,67.54966887417218,9.271523178807946,0.0,,72.97297297297297,72.97297297297297,9.271523178807946,0.0,0.0,9.271523178807946,0.0,84.76821192052981,15.2317880794702,11.258278145695364,0.0,0.0,1.1884057971014492
1408,Tanaina,2012,29.9,2562,3217,5629,545,2,,,2847,2998,2847,5.036691127418279,1254.0,243.0,701.0,547.0,6.0,255,9138,8202,101,38,4789,4604,9393,27.27563078888534,34.24890876184393,59.927605663792185,5.8021931225380605,0.021292451825827743,,94.96330887258172,94.96330887258172,13.350367294793998,8.535300316122234,7.463004364952624,5.823485574363888,0.06387735547748323,2.7147876077930375,97.28521239220697,87.32034493771957,1.0752688172043012,0.4045565846907271,1.0401824500434405
1409,Tanana,2012,50.8,41,58,136,57,1,,,103,156,103,33.97435897435898,31.0,4.0,5.0,21.0,5.0,167,85,61,0,0,141,111,252,16.26984126984127,23.015873015873016,53.96825396825397,22.61904761904762,0.3968253968253968,,66.02564102564102,66.02564102564102,12.3015873015873,3.8834951456310676,1.984126984126984,8.333333333333332,1.984126984126984,66.26984126984127,33.730158730158735,24.206349206349206,0.0,0.0,1.2702702702702702
1410,Tatitlek,2012,24.8,9,9,34,4,0,,,23,71,23,67.6056338028169,8.0,2.0,3.0,5.0,0.0,45,2,2,0,0,18,29,47,19.148936170212767,19.148936170212767,72.3404255319149,8.51063829787234,0.0,,32.3943661971831,32.3943661971831,17.02127659574468,8.695652173913043,6.382978723404255,10.638297872340425,0.0,95.74468085106383,4.25531914893617,4.25531914893617,0.0,0.0,0.6206896551724138
1411,Tazlina,2012,50.1,31,35,189,63,12,,,152,227,152,33.03964757709251,35.0,5.0,8.0,25.0,2.0,72,227,221,0,0,189,110,299,10.367892976588628,11.705685618729097,63.21070234113713,21.070234113712374,4.013377926421405,,66.96035242290749,66.96035242290749,11.705685618729097,3.289473684210526,2.6755852842809364,8.361204013377927,0.6688963210702341,24.08026755852843,75.91973244147158,73.91304347826086,0.0,0.0,1.7181818181818183
