,Area Name,Area Type,Area Code,Year,month,period,Preliminary if value is 1,Labor Force,Employment,Unemployment,Unemployment Rate
11120,Municipality of Anchorage,4,20,1994,May,5,0,133075,125648,7427,5.6
11119,Municipality of Anchorage,4,20,1994,April,4,0,132210,124280,7930,6.0
11118,Municipality of Anchorage,4,20,1994,March,3,0,132172,124054,8118,6.1
11117,Municipality of Anchorage,4,20,1994,February,2,0,133557,125068,8489,6.4
11116,Municipality of Anchorage,4,20,1994,January,1,0,134826,126596,8230,6.1
11115,Municipality of Anchorage,4,20,1993,Annual,0,0,131813,123923,7890,6.0
11114,Municipality of Anchorage,4,20,1993,December,12,0,135606,128640,6966,5.1
11113,Municipality of Anchorage,4,20,1993,November,11,0,136147,128771,7376,5.4
11112,Municipality of Anchorage,4,20,1993,October,10,0,133422,125979,7443,5.6
11111,Municipality of Anchorage,4,20,1993,September,9,0,131132,124053,7079,5.4
11110,Municipality of Anchorage,4,20,1993,August,8,0,130815,123681,7134,5.5
11109,Municipality of Anchorage,4,20,1993,July,7,0,132698,124989,7709,5.8
11108,Municipality of Anchorage,4,20,1993,June,6,0,133203,124585,8618,6.5
11107,Municipality of Anchorage,4,20,1993,May,5,0,131208,123121,8087,6.2
11106,Municipality of Anchorage,4,20,1993,April,4,0,128080,119968,8112,6.3
11105,Municipality of Anchorage,4,20,1993,March,3,0,129964,121296,8668,6.7
11104,Municipality of Anchorage,4,20,1993,February,2,0,129229,120322,8907,6.9
11103,Municipality of Anchorage,4,20,1993,January,1,0,130253,121669,8584,6.6
11102,Municipality of Anchorage,4,20,1992,Annual,0,0,127412,118410,9002,7.1
11101,Municipality of Anchorage,4,20,1992,December,12,0,131365,123238,8127,6.2
11100,Municipality of Anchorage,4,20,1992,November,11,0,130502,121954,8548,6.6
11099,Municipality of Anchorage,4,20,1992,October,10,0,128365,120005,8360,6.5
11098,Municipality of Anchorage,4,20,1992,September,9,0,128161,119363,8798,6.9
11097,Municipality of Anchorage,4,20,1992,August,8,0,128432,120131,8301,6.5
11096,Municipality of Anchorage,4,20,1992,July,7,0,129920,121052,8868,6.8
11095,Municipality of Anchorage,4,20,1992,June,6,0,127978,118144,9834,7.7
11094,Municipality of Anchorage,4,20,1992,May,5,0,125599,116374,9225,7.3
11093,Municipality of Anchorage,4,20,1992,April,4,0,123902,114775,9127,7.4
11091,Municipality of Anchorage,4,20,1992,February,2,0,124882,115107,9775,7.8
11122,Municipality of Anchorage,4,20,1994,July,7,0,133028,125621,7407,5.6
11326,Municipality of Anchorage,4,20,2010,March,3,0,156467,144354,12113,7.7
11324,Municipality of Anchorage,4,20,2010,January,1,0,157212,145637,11575,7.4
11486,Municipality of Anchorage,4,20,2022,July,7,0,146901,142204,4697,3.2
11487,Municipality of Anchorage,4,20,2022,August,8,0,147290,143280,4010,2.7
11488,Municipality of Anchorage,4,20,2022,September,9,0,148867,144769,4098,2.8
11489,Municipality of Anchorage,4,20,2022,October,10,0,151121,146680,4441,2.9
11490,Municipality of Anchorage,4,20,2022,November,11,0,151509,146742,4767,3.1
11491,Municipality of Anchorage,4,20,2022,December,12,0,151742,147237,4505,3.0
11492,Municipality of Anchorage,4,20,2022,Annual,0,1,149832,144596,5236,3.5
11493,Municipality of Anchorage,4,20,2023,January,1,0,150349,145136,5213,3.5
11494,Municipality of Anchorage,4,20,2023,February,2,0,149899,144609,5290,3.5
11495,Municipality of Anchorage,4,20,2023,March,3,0,150039,145116,4923,3.3
11496,Municipality of Anchorage,4,20,2023,April,4,0,149776,145024,4752,3.2
11497,Municipality of Anchorage,4,20,2023,May,5,0,151186,146198,4988,3.3
11498,Municipality of Anchorage,4,20,2023,June,6,0,149755,144155,5600,3.7
11499,Municipality of Anchorage,4,20,2023,July,7,0,149030,144191,4839,3.2
11500,Municipality of Anchorage,4,20,2023,August,8,0,148862,143973,4889,3.3
11501,Municipality of Anchorage,4,20,2023,September,9,0,150805,145561,5244,3.5
11502,Municipality of Anchorage,4,20,2023,October,10,0,152481,147189,5292,3.5
11503,Municipality of Anchorage,4,20,2023,November,11,0,154434,148998,5436,3.5
11504,Municipality of Anchorage,4,20,2023,December,12,0,153262,147696,5566,3.6
11505,Municipality of Anchorage,4,20,2023,Annual,0,1,150823,145654,5169,3.4
11506,Municipality of Anchorage,4,20,2024,January,1,0,151979,145792,6187,4.1
11507,Municipality of Anchorage,4,20,2024,February,2,0,151688,145065,6623,4.4
11508,Municipality of Anchorage,4,20,2024,March,3,0,151962,146247,5715,3.8
11509,Municipality of Anchorage,4,20,2024,April,4,0,151402,145755,5647,3.7
11510,Municipality of Anchorage,4,20,2024,May,5,0,151744,146297,5447,3.6
11511,Municipality of Anchorage,4,20,2024,June,6,0,150774,144456,6318,4.2
11512,Municipality of Anchorage,4,20,2024,July,7,0,151119,145523,5596,3.7
11513,Municipality of Anchorage,4,20,2024,August,8,0,151168,145990,5178,3.4
11514,Municipality of Anchorage,4,20,2024,September,9,0,152028,146923,5105,3.4
11485,Municipality of Anchorage,4,20,2022,June,6,0,148833,143285,5548,3.7
11325,Municipality of Anchorage,4,20,2010,February,2,0,156378,144314,12064,7.7
11484,Municipality of Anchorage,4,20,2022,May,5,0,151224,145977,5247,3.5
11482,Municipality of Anchorage,4,20,2022,March,3,0,150071,144155,5916,3.9
11452,Municipality of Anchorage,4,20,2019,December,12,0,150628,144296,6332,4.2
11453,Municipality of Anchorage,4,20,2019,Annual,0,1,148251,141396,6855,4.6
11454,Municipality of Anchorage,4,20,2020,January,1,0,148752,141889,6863,4.6
11455,Municipality of Anchorage,4,20,2020,February,2,0,147860,141487,6373,4.3
11456,Municipality of Anchorage,4,20,2020,March,3,0,147346,138979,8367,5.7
11457,Municipality of Anchorage,4,20,2020,April,4,0,141686,124731,16955,12.0
11458,Municipality of Anchorage,4,20,2020,May,5,0,146053,128669,17384,11.9
11459,Municipality of Anchorage,4,20,2020,June,6,0,148113,131889,16224,11.0
11460,Municipality of Anchorage,4,20,2020,July,7,0,148599,133268,15331,10.3
11461,Municipality of Anchorage,4,20,2020,August,8,0,146160,135128,11032,7.5
11462,Municipality of Anchorage,4,20,2020,September,9,0,145906,135034,10872,7.5
11463,Municipality of Anchorage,4,20,2020,October,10,0,147564,137610,9954,6.7
11464,Municipality of Anchorage,4,20,2020,November,11,0,148101,137926,10175,6.9
11465,Municipality of Anchorage,4,20,2020,December,12,0,148606,138486,10120,6.8
11467,Municipality of Anchorage,4,20,2021,January,1,0,148013,137884,10129,6.8
11468,Municipality of Anchorage,4,20,2021,February,2,0,147930,137322,10608,7.2
11469,Municipality of Anchorage,4,20,2021,March,3,0,148024,137477,10547,7.1
11470,Municipality of Anchorage,4,20,2021,April,4,0,148653,138216,10437,7.0
11471,Municipality of Anchorage,4,20,2021,May,5,0,149477,139935,9542,6.4
11472,Municipality of Anchorage,4,20,2021,June,6,0,149207,139386,9821,6.6
11473,Municipality of Anchorage,4,20,2021,July,7,0,147800,139341,8459,5.7
11474,Municipality of Anchorage,4,20,2021,August,8,0,147169,139900,7269,4.9
11475,Municipality of Anchorage,4,20,2021,September,9,0,148436,141265,7171,4.8
11476,Municipality of Anchorage,4,20,2021,October,10,0,150853,143828,7025,4.7
11477,Municipality of Anchorage,4,20,2021,November,11,0,152797,145684,7113,4.7
11478,Municipality of Anchorage,4,20,2021,December,12,0,152799,146060,6739,4.4
11479,Municipality of Anchorage,4,20,2021,Annual,0,1,149263,140525,8738,5.9
11480,Municipality of Anchorage,4,20,2022,January,1,0,151078,143698,7380,4.9
11481,Municipality of Anchorage,4,20,2022,February,2,0,150554,143840,6714,4.5
11483,Municipality of Anchorage,4,20,2022,April,4,0,148803,143289,5514,3.7
11123,Municipality of Anchorage,4,20,1994,August,8,0,132114,125482,6632,5.0
11124,Municipality of Anchorage,4,20,1994,September,9,0,132118,125369,6749,5.1
11125,Municipality of Anchorage,4,20,1994,October,10,0,133911,127065,6846,5.1
11221,Municipality of Anchorage,4,20,2002,February,2,0,143700,135188,8512,5.9
11220,Municipality of Anchorage,4,20,2002,January,1,0,143572,135214,8358,5.8
11219,Municipality of Anchorage,4,20,2001,Annual,0,0,142100,135100,7000,4.9
11218,Municipality of Anchorage,4,20,2001,December,12,0,145118,137841,7277,5.0
11217,Municipality of Anchorage,4,20,2001,November,11,0,144754,137587,7167,5.0
11216,Municipality of Anchorage,4,20,2001,October,10,0,143355,136579,6776,4.7
11215,Municipality of Anchorage,4,20,2001,September,9,0,139989,133548,6441,4.6
11214,Municipality of Anchorage,4,20,2001,August,8,0,138845,132511,6334,4.6
11213,Municipality of Anchorage,4,20,2001,July,7,0,140121,133783,6338,4.5
11212,Municipality of Anchorage,4,20,2001,June,6,0,143246,136210,7036,4.9
11211,Municipality of Anchorage,4,20,2001,May,5,0,141537,134888,6649,4.7
11210,Municipality of Anchorage,4,20,2001,April,4,0,141644,134560,7084,5.0
11209,Municipality of Anchorage,4,20,2001,March,3,0,141929,134262,7667,5.4
11208,Municipality of Anchorage,4,20,2001,February,2,0,141224,133718,7506,5.3
11207,Municipality of Anchorage,4,20,2001,January,1,0,143429,135710,7719,5.4
11206,Municipality of Anchorage,4,20,2000,Annual,0,0,140750,133661,7089,5.0
11205,Municipality of Anchorage,4,20,2000,December,12,0,143572,136780,6792,4.7
11204,Municipality of Anchorage,4,20,2000,November,11,0,142028,135093,6935,4.9
11203,Municipality of Anchorage,4,20,2000,October,10,0,140859,134456,6403,4.5
11202,Municipality of Anchorage,4,20,2000,September,9,0,137706,131200,6506,4.7
11201,Municipality of Anchorage,4,20,2000,August,8,0,137368,130937,6431,4.7
11200,Municipality of Anchorage,4,20,2000,July,7,0,138775,132301,6474,4.7
11199,Municipality of Anchorage,4,20,2000,June,6,0,141466,133895,7571,5.4
11198,Municipality of Anchorage,4,20,2000,May,5,0,140833,133470,7363,5.2
11197,Municipality of Anchorage,4,20,2000,April,4,0,140653,133343,7310,5.2
11196,Municipality of Anchorage,4,20,2000,March,3,0,141985,134056,7929,5.6
11195,Municipality of Anchorage,4,20,2000,February,2,0,141508,133670,7838,5.5
11194,Municipality of Anchorage,4,20,2000,January,1,0,142242,134728,7514,5.3
11193,Municipality of Anchorage,4,20,1999,Annual,0,0,142335,135852,6483,4.6
11222,Municipality of Anchorage,4,20,2002,March,3,0,143579,134624,8955,6.2
11192,Municipality of Anchorage,4,20,1999,December,12,0,146879,140732,6147,4.2
11223,Municipality of Anchorage,4,20,2002,April,4,0,142291,133645,8646,6.1
11225,Municipality of Anchorage,4,20,2002,June,6,0,146424,137711,8713,6.0
11254,Municipality of Anchorage,4,20,2004,September,9,0,145211,137195,8016,5.5
11253,Municipality of Anchorage,4,20,2004,August,8,0,143462,135813,7649,5.3
11252,Municipality of Anchorage,4,20,2004,July,7,0,144839,136757,8082,5.6
11251,Municipality of Anchorage,4,20,2004,June,6,0,146267,137011,9256,6.3
11250,Municipality of Anchorage,4,20,2004,May,5,0,145039,136276,8763,6.0
11249,Municipality of Anchorage,4,20,2004,April,4,0,144983,135967,9016,6.2
11248,Municipality of Anchorage,4,20,2004,March,3,0,145958,136281,9677,6.6
11247,Municipality of Anchorage,4,20,2004,February,2,0,145620,136136,9484,6.5
11246,Municipality of Anchorage,4,20,2004,January,1,0,146283,136894,9389,6.4
11245,Municipality of Anchorage,4,20,2003,Annual,0,0,145843,136789,9054,6.2
11244,Municipality of Anchorage,4,20,2003,December,12,0,149447,140759,8688,5.8
11243,Municipality of Anchorage,4,20,2003,November,11,0,148768,139756,9012,6.1
11242,Municipality of Anchorage,4,20,2003,October,10,0,147010,138758,8252,5.6
11241,Municipality of Anchorage,4,20,2003,September,9,0,144142,135607,8535,5.9
11240,Municipality of Anchorage,4,20,2003,August,8,0,142155,133798,8357,5.9
11239,Municipality of Anchorage,4,20,2003,July,7,0,143212,134491,8721,6.1
11238,Municipality of Anchorage,4,20,2003,June,6,0,147061,137057,10004,6.8
11237,Municipality of Anchorage,4,20,2003,May,5,0,145130,136012,9118,6.3
11236,Municipality of Anchorage,4,20,2003,April,4,0,145035,135681,9354,6.4
11235,Municipality of Anchorage,4,20,2003,March,3,0,144852,135349,9503,6.6
11234,Municipality of Anchorage,4,20,2003,February,2,0,146072,136326,9746,6.7
11233,Municipality of Anchorage,4,20,2003,January,1,0,147227,137874,9353,6.4
11232,Municipality of Anchorage,4,20,2002,Annual,0,0,144205,135942,8263,5.7
11231,Municipality of Anchorage,4,20,2002,December,12,0,147350,138580,8770,6.0
11230,Municipality of Anchorage,4,20,2002,November,11,0,147203,138782,8421,5.7
11229,Municipality of Anchorage,4,20,2002,October,10,0,145839,138246,7593,5.2
11228,Municipality of Anchorage,4,20,2002,September,9,0,143505,135703,7802,5.4
11227,Municipality of Anchorage,4,20,2002,August,8,0,141704,134072,7632,5.4
11226,Municipality of Anchorage,4,20,2002,July,7,0,142495,134705,7790,5.5
11224,Municipality of Anchorage,4,20,2002,May,5,0,142797,134832,7965,5.6
11191,Municipality of Anchorage,4,20,1999,November,11,0,145611,139218,6393,4.4
11190,Municipality of Anchorage,4,20,1999,October,10,0,142814,136743,6071,4.3
11189,Municipality of Anchorage,4,20,1999,September,9,0,139923,134037,5886,4.2
11154,Municipality of Anchorage,4,20,1996,Annual,0,0,134880,127872,7008,5.2
11153,Municipality of Anchorage,4,20,1996,December,12,0,139434,132843,6591,4.7
11152,Municipality of Anchorage,4,20,1996,November,11,0,138432,131342,7090,5.1
11151,Municipality of Anchorage,4,20,1996,October,10,0,137020,130641,6379,4.7
11150,Municipality of Anchorage,4,20,1996,September,9,0,132783,126275,6508,4.9
11149,Municipality of Anchorage,4,20,1996,August,8,0,132348,126509,5839,4.4
11148,Municipality of Anchorage,4,20,1996,July,7,0,133452,126763,6689,5.0
11147,Municipality of Anchorage,4,20,1996,June,6,0,133915,126985,6930,5.2
11146,Municipality of Anchorage,4,20,1996,May,5,0,132748,125716,7032,5.3
11145,Municipality of Anchorage,4,20,1996,April,4,0,133470,126031,7439,5.6
11144,Municipality of Anchorage,4,20,1996,March,3,0,134523,126661,7862,5.8
11143,Municipality of Anchorage,4,20,1996,February,2,0,134230,126553,7677,5.7
11142,Municipality of Anchorage,4,20,1996,January,1,0,136204,128139,8065,5.9
11141,Municipality of Anchorage,4,20,1995,Annual,0,0,133138,126126,7012,5.3
11140,Municipality of Anchorage,4,20,1995,December,12,0,137149,130190,6959,5.1
11139,Municipality of Anchorage,4,20,1995,November,11,0,136202,129134,7068,5.2
11138,Municipality of Anchorage,4,20,1995,October,10,0,134076,127202,6874,5.1
11137,Municipality of Anchorage,4,20,1995,September,9,0,130852,124076,6776,5.2
11136,Municipality of Anchorage,4,20,1995,August,8,0,130943,124709,6234,4.8
11135,Municipality of Anchorage,4,20,1995,July,7,0,131836,125247,6589,5.0
11134,Municipality of Anchorage,4,20,1995,June,6,0,131788,124757,7031,5.3
11133,Municipality of Anchorage,4,20,1995,May,5,0,131745,124742,7003,5.3
11132,Municipality of Anchorage,4,20,1995,April,4,0,132537,125207,7330,5.5
11131,Municipality of Anchorage,4,20,1995,March,3,0,132737,125362,7375,5.6
11130,Municipality of Anchorage,4,20,1995,February,2,0,132153,124748,7405,5.6
11129,Municipality of Anchorage,4,20,1995,January,1,0,135636,128142,7494,5.5
11128,Municipality of Anchorage,4,20,1994,Annual,0,0,133408,126020,7388,5.5
11127,Municipality of Anchorage,4,20,1994,December,12,0,136541,130003,6538,4.8
11126,Municipality of Anchorage,4,20,1994,November,11,0,134187,127474,6713,5.0
11155,Municipality of Anchorage,4,20,1997,January,1,0,137497,129905,7592,5.5
11156,Municipality of Anchorage,4,20,1997,February,2,0,136752,128808,7944,5.8
11157,Municipality of Anchorage,4,20,1997,March,3,0,136668,128558,8110,5.9
11158,Municipality of Anchorage,4,20,1997,April,4,0,135185,127844,7341,5.4
11188,Municipality of Anchorage,4,20,1999,August,8,0,139781,134097,5684,4.1
11187,Municipality of Anchorage,4,20,1999,July,7,0,141455,135215,6240,4.4
11186,Municipality of Anchorage,4,20,1999,June,6,0,142149,135497,6652,4.7
11185,Municipality of Anchorage,4,20,1999,May,5,0,140810,134250,6560,4.7
11184,Municipality of Anchorage,4,20,1999,April,4,0,140494,133692,6802,4.8
11183,Municipality of Anchorage,4,20,1999,March,3,0,142181,135086,7095,5.0
11182,Municipality of Anchorage,4,20,1999,February,2,0,142505,135049,7456,5.2
11181,Municipality of Anchorage,4,20,1999,January,1,0,143424,136609,6815,4.8
11180,Municipality of Anchorage,4,20,1998,Annual,0,0,140544,134234,6310,4.5
11179,Municipality of Anchorage,4,20,1998,December,12,0,144223,138392,5831,4.0
11178,Municipality of Anchorage,4,20,1998,November,11,0,143590,137473,6117,4.3
11177,Municipality of Anchorage,4,20,1998,October,10,0,141620,135603,6017,4.2
11176,Municipality of Anchorage,4,20,1998,September,9,0,138517,132437,6080,4.4
11175,Municipality of Anchorage,4,20,1998,August,8,0,137884,132345,5539,4.0
11256,Municipality of Anchorage,4,20,2004,November,11,0,151106,142604,8502,5.6
11174,Municipality of Anchorage,4,20,1998,July,7,0,139227,133241,5986,4.3
11172,Municipality of Anchorage,4,20,1998,May,5,0,140057,133856,6201,4.4
11171,Municipality of Anchorage,4,20,1998,April,4,0,139264,132974,6290,4.5
11170,Municipality of Anchorage,4,20,1998,March,3,0,140456,133299,7157,5.1
11169,Municipality of Anchorage,4,20,1998,February,2,0,139404,132529,6875,4.9
11168,Municipality of Anchorage,4,20,1998,January,1,0,141253,134420,6833,4.8
11167,Municipality of Anchorage,4,20,1997,Annual,0,0,137247,130280,6967,5.1
11166,Municipality of Anchorage,4,20,1997,December,12,0,142427,136135,6292,4.4
11516,Municipality of Anchorage,4,20,2024,November,11,0,154515,148555,5960,3.9
11164,Municipality of Anchorage,4,20,1997,October,10,0,137717,131259,6458,4.7
11163,Municipality of Anchorage,4,20,1997,September,9,0,135539,128783,6756,5.0
11162,Municipality of Anchorage,4,20,1997,August,8,0,135242,128985,6257,4.6
11161,Municipality of Anchorage,4,20,1997,July,7,0,136229,129792,6437,4.7
11160,Municipality of Anchorage,4,20,1997,June,6,0,136205,129183,7022,5.2
11159,Municipality of Anchorage,4,20,1997,May,5,0,136494,129797,6697,4.9
11173,Municipality of Anchorage,4,20,1998,June,6,0,141028,134235,6793,4.8
11466,Municipality of Anchorage,4,20,2020,Annual,0,1,147063,135425,11638,7.9
11518,Municipality of Anchorage,4,20,2023,Annual,0,1,150823,145654,5169,3.4
11517,Municipality of Anchorage,4,20,2024,December,12,1,154066,148423,5643,3.7
7991,Municipality of Skagway,4,230,2019,September,9,0,968,940,28,2.9
7992,Municipality of Skagway,4,230,2019,October,10,0,761,706,55,7.2
7993,Municipality of Skagway,4,230,2019,November,11,0,616,508,108,17.5
7994,Municipality of Skagway,4,230,2019,December,12,0,559,448,111,19.9
7995,Municipality of Skagway,4,230,2019,Annual,0,1,782,710,72,9.2
7996,Municipality of Skagway,4,230,2020,January,1,0,597,485,112,18.8
7997,Municipality of Skagway,4,230,2020,February,2,0,605,478,127,21.0
7998,Municipality of Skagway,4,230,2020,March,3,0,601,476,125,20.8
7999,Municipality of Skagway,4,230,2020,April,4,0,639,451,188,29.4
7990,Municipality of Skagway,4,230,2019,August,8,0,1033,1007,26,2.5
8000,Municipality of Skagway,4,230,2020,May,5,0,683,502,181,26.5
8002,Municipality of Skagway,4,230,2020,July,7,0,727,533,194,26.7
8003,Municipality of Skagway,4,230,2020,August,8,0,672,538,134,19.9
8004,Municipality of Skagway,4,230,2020,September,9,0,663,538,125,18.9
8005,Municipality of Skagway,4,230,2020,October,10,0,628,522,106,16.9
8006,Municipality of Skagway,4,230,2020,November,11,0,594,486,108,18.2
8007,Municipality of Skagway,4,230,2020,December,12,0,598,494,104,17.4
8008,Municipality of Skagway,4,230,2020,Annual,0,1,642,503,139,21.7
8009,Municipality of Skagway,4,230,2021,January,1,0,602,480,122,20.3
8010,Municipality of Skagway,4,230,2021,February,2,0,596,471,125,21.0
8001,Municipality of Skagway,4,230,2020,June,6,0,700,533,167,23.9
7989,Municipality of Skagway,4,230,2019,July,7,0,1077,1046,31,2.9
7988,Municipality of Skagway,4,230,2019,June,6,0,1063,1030,33,3.1
7987,Municipality of Skagway,4,230,2019,May,5,0,983,947,36,3.7
7966,Municipality of Skagway,4,230,2017,October,10,0,812,712,100,12.3
7967,Municipality of Skagway,4,230,2017,November,11,0,627,509,118,18.8
7968,Municipality of Skagway,4,230,2017,December,12,0,623,503,120,19.3
7969,Municipality of Skagway,4,230,2017,Annual,0,1,827,747,80,9.7
7970,Municipality of Skagway,4,230,2018,January,1,0,615,488,127,20.7
7971,Municipality of Skagway,4,230,2018,February,2,0,618,482,136,22.0
7972,Municipality of Skagway,4,230,2018,March,3,0,601,495,106,17.6
7973,Municipality of Skagway,4,230,2018,April,4,0,674,599,75,11.1
7974,Municipality of Skagway,4,230,2018,May,5,0,1012,972,40,4.0
7975,Municipality of Skagway,4,230,2018,June,6,0,1124,1089,35,3.1
7976,Municipality of Skagway,4,230,2018,July,7,0,1161,1131,30,2.6
7977,Municipality of Skagway,4,230,2018,August,8,0,1123,1096,27,2.4
7978,Municipality of Skagway,4,230,2018,September,9,0,1017,989,28,2.8
7979,Municipality of Skagway,4,230,2018,October,10,0,858,791,67,7.8
7980,Municipality of Skagway,4,230,2018,November,11,0,612,502,110,18.0
7981,Municipality of Skagway,4,230,2018,December,12,0,607,499,108,17.8
7982,Municipality of Skagway,4,230,2018,Annual,0,1,835,761,74,8.9
7983,Municipality of Skagway,4,230,2019,January,1,0,558,424,134,24.0
7984,Municipality of Skagway,4,230,2019,February,2,0,567,437,130,22.9
7985,Municipality of Skagway,4,230,2019,March,3,0,571,469,102,17.9
7986,Municipality of Skagway,4,230,2019,April,4,0,622,552,70,11.3
8011,Municipality of Skagway,4,230,2021,March,3,0,572,461,111,19.4
7965,Municipality of Skagway,4,230,2017,September,9,0,1026,992,34,3.3
8012,Municipality of Skagway,4,230,2021,April,4,0,601,490,111,18.5
8014,Municipality of Skagway,4,230,2021,June,6,0,659,576,83,12.6
8041,Municipality of Skagway,4,230,2023,July,7,0,1028,1006,22,2.1
8042,Municipality of Skagway,4,230,2023,August,8,0,1170,1146,24,2.1
8043,Municipality of Skagway,4,230,2023,September,9,0,1106,1088,18,1.6
8044,Municipality of Skagway,4,230,2023,October,10,0,692,660,32,4.6
8045,Municipality of Skagway,4,230,2023,November,11,0,570,506,64,11.2
8046,Municipality of Skagway,4,230,2023,December,12,0,552,481,71,12.9
8047,Municipality of Skagway,4,230,2023,Annual,0,1,773,728,45,5.8
8048,Municipality of Skagway,4,230,2024,January,1,0,545,464,81,14.9
8049,Municipality of Skagway,4,230,2024,February,2,0,546,453,93,17.0
8040,Municipality of Skagway,4,230,2023,June,6,0,972,946,26,2.7
8050,Municipality of Skagway,4,230,2024,March,3,0,574,487,87,15.2
8052,Municipality of Skagway,4,230,2024,May,5,0,876,849,27,3.1
8053,Municipality of Skagway,4,230,2024,June,6,0,939,913,26,2.8
8054,Municipality of Skagway,4,230,2024,July,7,0,996,974,22,2.2
8055,Municipality of Skagway,4,230,2024,August,8,0,1156,1133,23,2.0
8056,Municipality of Skagway,4,230,2024,September,9,0,1086,1066,20,1.8
8057,Municipality of Skagway,4,230,2024,October,10,0,714,672,42,5.9
8058,Municipality of Skagway,4,230,2024,November,11,0,569,491,78,13.7
8059,Municipality of Skagway,4,230,2024,December,12,1,556,468,88,15.8
8060,Municipality of Skagway,4,230,2023,Annual,0,1,773,728,45,5.8
8051,Municipality of Skagway,4,230,2024,April,4,0,652,594,58,8.9
8039,Municipality of Skagway,4,230,2023,May,5,0,892,866,26,2.9
8038,Municipality of Skagway,4,230,2023,April,4,0,649,615,34,5.2
8037,Municipality of Skagway,4,230,2023,March,3,0,550,494,56,10.2
8015,Municipality of Skagway,4,230,2021,July,7,0,690,622,68,9.9
8016,Municipality of Skagway,4,230,2021,August,8,0,700,650,50,7.1
8017,Municipality of Skagway,4,230,2021,September,9,0,691,638,53,7.7
8018,Municipality of Skagway,4,230,2021,October,10,0,669,609,60,9.0
8019,Municipality of Skagway,4,230,2021,November,11,0,611,535,76,12.4
8020,Municipality of Skagway,4,230,2021,December,12,0,606,523,83,13.7
8021,Municipality of Skagway,4,230,2021,Annual,0,1,638,552,86,13.5
8022,Municipality of Skagway,4,230,2022,January,1,0,617,512,105,17.0
8023,Municipality of Skagway,4,230,2022,February,2,0,609,503,106,17.4
8024,Municipality of Skagway,4,230,2022,March,3,0,581,511,70,12.0
8025,Municipality of Skagway,4,230,2022,April,4,0,679,635,44,6.5
8026,Municipality of Skagway,4,230,2022,May,5,0,912,884,28,3.1
8027,Municipality of Skagway,4,230,2022,June,6,0,972,945,27,2.8
8029,Municipality of Skagway,4,230,2022,August,8,0,1081,1059,22,2.0
8030,Municipality of Skagway,4,230,2022,September,9,0,1014,990,24,2.4
8031,Municipality of Skagway,4,230,2022,October,10,0,699,658,41,5.9
8032,Municipality of Skagway,4,230,2022,November,11,0,560,497,63,11.3
8033,Municipality of Skagway,4,230,2022,December,12,0,555,485,70,12.6
8034,Municipality of Skagway,4,230,2022,Annual,0,1,769,717,52,6.8
8035,Municipality of Skagway,4,230,2023,January,1,0,552,468,84,15.2
8036,Municipality of Skagway,4,230,2023,February,2,0,547,459,88,16.1
8013,Municipality of Skagway,4,230,2021,May,5,0,651,566,85,13.1
7964,Municipality of Skagway,4,230,2017,August,8,0,1104,1075,29,2.6
8028,Municipality of Skagway,4,230,2022,July,7,0,951,927,24,2.5
7962,Municipality of Skagway,4,230,2017,June,6,0,1106,1072,34,3.1
7891,Municipality of Skagway,4,230,2011,Annual,0,1,714,596,118,16.5
7892,Municipality of Skagway,4,230,2012,January,1,0,612,436,176,28.8
7893,Municipality of Skagway,4,230,2012,February,2,0,575,409,166,28.9
7894,Municipality of Skagway,4,230,2012,March,3,0,576,432,144,25.0
7895,Municipality of Skagway,4,230,2012,April,4,0,586,479,107,18.3
7896,Municipality of Skagway,4,230,2012,May,5,0,878,807,71,8.1
7897,Municipality of Skagway,4,230,2012,June,6,0,980,913,67,6.8
7898,Municipality of Skagway,4,230,2012,July,7,0,1003,945,58,5.8
7899,Municipality of Skagway,4,230,2012,August,8,0,979,924,55,5.6
7900,Municipality of Skagway,4,230,2012,September,9,0,889,835,54,6.1
7901,Municipality of Skagway,4,230,2012,October,10,0,696,593,103,14.8
7902,Municipality of Skagway,4,230,2012,November,11,0,614,478,136,22.1
7903,Municipality of Skagway,4,230,2012,December,12,0,634,486,148,23.3
7904,Municipality of Skagway,4,230,2012,Annual,0,1,752,645,107,14.2
7905,Municipality of Skagway,4,230,2013,January,1,0,627,470,157,25.0
7906,Municipality of Skagway,4,230,2013,February,2,0,601,451,150,25.0
7907,Municipality of Skagway,4,230,2013,March,3,0,576,453,123,21.4
7908,Municipality of Skagway,4,230,2013,April,4,0,613,515,98,16.0
7909,Municipality of Skagway,4,230,2013,May,5,0,937,876,61,6.5
7910,Municipality of Skagway,4,230,2013,June,6,0,1026,968,58,5.7
7911,Municipality of Skagway,4,230,2013,July,7,0,1060,1008,52,4.9
7890,Municipality of Skagway,4,230,2011,December,12,0,607,443,164,27.0
7912,Municipality of Skagway,4,230,2013,August,8,0,1036,989,47,4.5
7889,Municipality of Skagway,4,230,2011,November,11,0,621,453,168,27.1
7887,Municipality of Skagway,4,230,2011,September,9,0,831,768,63,7.6
7963,Municipality of Skagway,4,230,2017,July,7,0,1122,1090,32,2.9
7867,Municipality of Skagway,4,230,2010,February,2,0,600,423,177,29.5
7868,Municipality of Skagway,4,230,2010,March,3,0,585,441,144,24.6
7869,Municipality of Skagway,4,230,2010,April,4,0,609,502,107,17.6
